year;month;day;hora;marginalPT;marginalES;
2020;07;05;18;23.91;23.91;
2020;07;05;19;22.88;22.88;
2020;07;05;20;25.22;25.22;
2020;07;05;21;26.4;26.4;
2020;07;05;22;29.5;29.5;
2020;07;05;23;38;38;
2020;07;05;24;30.04;30.04;
2020;07;06;1;26.45;26.45;
2020;07;06;2;21.9;21.9;
2020;07;06;3;20.51;20.51;
2020;07;06;4;19.4;19.4;
2020;07;06;5;18.5;18.5;
2020;07;06;6;18.5;18.5;
2020;07;06;7;22.8;22.8;
2020;07;06;8;28.27;28.27;
2020;07;06;9;28.9;28.9;
2020;07;06;10;29.1;29.1;
2020;07;06;11;30.75;30.75;
2020;07;06;12;32;32;
2020;07;06;13;32.51;32.51;
2020;07;06;14;32.5;32.5;
2020;07;06;15;29.46;29.46;
2020;07;06;16;28.29;28.29;
2020;07;06;17;26.79;26.79;
2020;07;06;18;28.36;28.36;
2020;07;06;19;29.05;29.05;
2020;07;06;20;34.22;34.22;
2020;07;06;21;34.51;34.51;
2020;07;06;22;35.31;35.31;
2020;07;06;23;37.23;37.23;
2020;07;06;24;36.14;36.14;
2020;07;07;1;33.27;33.27;
2020;07;07;2;28.54;28.54;
2020;07;07;3;27.96;27.96;
2020;07;07;4;27.3;27.3;
2020;07;07;5;27.15;27.15;
2020;07;07;6;27.9;27.9;
2020;07;07;7;33.83;33.83;
2020;07;07;8;37.65;37.65;
2020;07;07;9;37.2;37.2;
2020;07;07;10;35.91;35.91;
2020;07;07;11;34.21;34.21;
2020;07;07;12;35.36;35.36;
2020;07;07;13;39.13;39.13;
2020;07;07;14;39.08;39.08;
2020;07;07;15;38;38;
2020;07;07;16;35.14;35.14;
2020;07;07;17;34.01;34.01;
2020;07;07;18;35.66;35.66;
2020;07;07;19;38.54;38.54;
2020;07;07;20;40.84;40.84;
2020;07;07;21;40.84;40.84;
2020;07;07;22;40.1;40.1;
2020;07;07;23;40.15;40.15;
2020;07;07;24;37;37;
2020;07;08;1;36.3;36.3;
2020;07;08;2;32.7;32.7;
2020;07;08;3;30.41;30.41;
2020;07;08;4;29.92;29.92;
2020;07;08;5;29.55;29.55;
2020;07;08;6;30.3;30.3;
2020;07;08;7;36.98;36.98;
2020;07;08;8;40;40;
2020;07;08;9;40.02;40.02;
2020;07;08;10;40.02;40.02;
2020;07;08;11;40.02;40.02;
2020;07;08;12;40.02;40.02;
2020;07;08;13;40.3;40.3;
2020;07;08;14;40.6;40.6;
2020;07;08;15;40.2;40.2;
2020;07;08;16;39.99;39.99;
2020;07;08;17;40.02;40.02;
2020;07;08;18;40.1;40.1;
2020;07;08;19;40.1;40.1;
2020;07;08;20;39.88;39.88;
2020;07;08;21;39.91;39.91;
2020;07;08;22;40.22;40.22;
2020;07;08;23;40.2;40.2;
2020;07;08;24;39.16;39.16;
2020;07;09;1;39.94;39.94;
2020;07;09;2;35.41;35.41;
2020;07;09;3;32.66;32.66;
2020;07;09;4;30.13;30.13;
2020;07;09;5;30;30;
2020;07;09;6;32.63;32.63;
2020;07;09;7;38.17;38.17;
2020;07;09;8;41.7;41.7;
2020;07;09;9;42.84;42.84;
2020;07;09;10;43.12;43.12;
2020;07;09;11;43.07;43.07;
2020;07;09;12;43;43;
2020;07;09;13;43.23;43.23;
2020;07;09;14;42.53;42.53;
2020;07;09;15;40.75;40.75;
2020;07;09;16;39.84;39.84;
2020;07;09;17;39.9;39.9;
2020;07;09;18;41.7;41.7;
2020;07;09;19;42.64;42.64;
2020;07;09;20;42.84;42.84;
2020;07;09;21;43.17;43.17;
2020;07;09;22;43.82;43.82;
2020;07;09;23;43.68;43.68;
2020;07;09;24;41.91;41.91;
2020;07;10;1;41.2;41.2;
2020;07;10;2;39.27;39.27;
2020;07;10;3;35.6;35.6;
2020;07;10;4;33.06;33.06;
2020;07;10;5;30.95;30.95;
2020;07;10;6;31.4;31.4;
2020;07;10;7;36.64;36.64;
2020;07;10;8;41.01;41.01;
2020;07;10;9;42.94;42.94;
2020;07;10;10;42.54;42.54;
2020;07;10;11;41.76;41.76;
2020;07;10;12;41.11;41.11;
2020;07;10;13;40.87;40.87;
2020;07;10;14;40.5;40.5;
2020;07;10;15;40.02;40.02;
2020;07;10;16;39.27;39.27;
2020;07;10;17;36.24;36.24;
2020;07;10;18;36.09;36.09;
2020;07;10;19;38.98;38.98;
2020;07;10;20;38.01;38.01;
2020;07;10;21;36.25;36.25;
2020;07;10;22;39;39;
2020;07;10;23;38.5;38.5;
2020;07;10;24;29.52;29.52;
2020;07;11;1;34.57;34.57;
2020;07;11;2;29.9;29.9;
2020;07;11;3;27.98;27.98;
2020;07;11;4;27.03;27.03;
2020;07;11;5;26.1;26.1;
2020;07;11;6;26.1;26.1;
2020;07;11;7;26.09;26.09;
2020;07;11;8;26.3;26.3;
2020;07;11;9;26.3;26.3;
2020;07;11;10;26.5;26.5;
2020;07;11;11;26.92;26.92;
2020;07;11;12;27.5;27.5;
2020;07;11;13;27.6;27.6;
2020;07;11;14;26.3;26.3;
2020;07;11;15;26.1;26.1;
2020;07;11;16;25.9;25.9;
2020;07;11;17;25.74;25.74;
2020;07;11;18;26.5;26.5;
2020;07;11;19;30.42;30.42;
2020;07;11;20;34;34;
2020;07;11;21;36.15;36.15;
2020;07;11;22;35.91;35.91;
2020;07;11;23;37.73;37.73;
2020;07;11;24;34.92;34.92;
2020;07;12;1;32.97;32.97;
2020;07;12;2;28.82;28.82;
2020;07;12;3;26.19;26.19;
2020;07;12;4;25.03;25.03;
2020;07;12;5;24.7;24.7;
2020;07;12;6;24.1;24.1;
2020;07;12;7;24.1;24.1;
2020;07;12;8;24.1;24.1;
2020;07;12;9;24.31;24.31;
2020;07;12;10;24.1;24.1;
2020;07;12;11;24.99;24.99;
2020;07;12;12;25.1;25.1;
2020;07;12;13;26.18;26.18;
2020;07;12;14;27.9;27.9;
2020;07;12;15;29.16;29.16;
2020;07;12;16;27;27;
2020;07;12;17;26;26;
2020;07;12;18;27;27;
2020;07;12;19;29.05;29.05;
2020;07;12;20;35.12;35.12;
2020;07;12;21;37.33;37.33;
2020;07;12;22;39.27;39.27;
2020;07;12;23;41.2;41.2;
2020;07;12;24;37.45;37.45;
2020;07;13;1;34.65;34.65;
2020;07;13;2;27.5;27.5;
2020;07;13;3;25.7;25.7;
2020;07;13;4;25.1;25.1;
2020;07;13;5;25.1;25.1;
2020;07;13;6;26.51;26.51;
2020;07;13;7;34.64;34.64;
2020;07;13;8;39.27;39.27;
2020;07;13;9;38.12;38.12;
2020;07;13;10;37.68;37.68;
2020;07;13;11;34.95;34.95;
2020;07;13;12;33.66;33.66;
2020;07;13;13;34.28;34.28;
2020;07;13;14;35;35;
2020;07;13;15;34.65;34.65;
2020;07;13;16;32.84;32.84;
2020;07;13;17;34;34;
2020;07;13;18;37.41;37.41;
2020;07;13;19;36.18;36.18;
2020;07;13;20;36.1;36.1;
2020;07;13;21;38.99;38.99;
2020;07;13;22;39;39;
2020;07;13;23;38.99;38.99;
2020;07;13;24;34.64;34.64;
2020;07;14;1;34.47;34.47;
2020;07;14;2;29.79;29.79;
2020;07;14;3;28.16;28.16;
2020;07;14;4;27.74;27.74;
2020;07;14;5;27;27;
2020;07;14;6;26.77;26.77;
2020;07;14;7;27;27;
2020;07;14;8;27.85;27.85;
2020;07;14;9;33.26;33.26;
2020;07;14;10;36.4;36.4;
2020;07;14;11;36.15;36.15;
2020;07;14;12;36.52;36.52;
2020;07;14;13;36.98;36.98;
2020;07;14;14;37.5;37.5;
2020;07;14;15;37.13;37.13;
2020;07;14;16;36.57;36.57;
2020;07;14;17;36.2;36.2;
2020;07;14;18;38.3;38.3;
2020;07;14;19;37.55;37.55;
2020;07;14;20;37;37;
2020;07;14;21;35.42;35.42;
2020;07;14;22;36.2;36.2;
2020;07;14;23;35.01;35.01;
2020;07;14;24;31.97;31.97;
2020;07;15;1;35.55;35.55;
2020;07;15;2;27.82;27.82;
2020;07;15;3;26.69;26.69;
2020;07;15;4;26;26;
2020;07;15;5;26;26;
2020;07;15;6;26.22;26.22;
2020;07;15;7;27.18;27.18;
2020;07;15;8;27.7;27.7;
2020;07;15;9;31.63;31.63;
2020;07;15;10;34.07;34.07;
2020;07;15;11;31.26;31.26;
2020;07;15;12;27.77;27.77;
2020;07;15;13;33;33;
2020;07;15;14;34.99;34.99;
2020;07;15;15;32.99;32.99;
2020;07;15;16;33.53;33.53;
2020;07;15;17;34.07;34.07;
2020;07;15;18;32.57;32.57;
2020;07;15;19;27.77;27.77;
2020;07;15;20;29.36;29.36;
2020;07;15;21;34.07;34.07;
2020;07;15;22;37.11;37.11;
2020;07;15;23;36.92;36.92;
2020;07;15;24;31.14;31.14;
2020;07;16;1;36.19;36.19;
2020;07;16;2;32.5;32.5;
2020;07;16;3;27.82;27.82;
2020;07;16;4;27.5;27.5;
2020;07;16;5;27.04;27.04;
2020;07;16;6;27.82;27.82;
2020;07;16;7;29.24;29.24;
2020;07;16;8;36.03;36.03;
2020;07;16;9;36.22;36.22;
2020;07;16;10;37;37;
2020;07;16;11;36.8;36.8;
2020;07;16;12;36.8;36.8;
2020;07;16;13;37.65;37.65;
2020;07;16;14;39.93;39.93;
2020;07;16;15;38.8;38.8;
2020;07;16;16;37.65;37.65;
2020;07;16;17;37.51;37.51;
2020;07;16;18;37.05;37.05;
2020;07;16;19;36.56;36.56;
2020;07;16;20;36.32;36.32;
2020;07;16;21;36.5;36.5;
2020;07;16;22;37.05;37.05;
2020;07;16;23;36.72;36.72;
2020;07;16;24;34.72;34.72;
2020;07;17;1;35.3;35.3;
2020;07;17;2;30;30;
2020;07;17;3;27;27;
2020;07;17;4;26.5;26.5;
2020;07;17;5;26.5;26.5;
2020;07;17;6;27.2;27.2;
2020;07;17;7;28.56;28.56;
2020;07;17;8;28.34;28.34;
2020;07;17;9;30.02;30.02;
2020;07;17;10;31.18;31.18;
2020;07;17;11;30.53;30.53;
2020;07;17;12;30.47;30.47;
2020;07;17;13;33.49;33.49;
2020;07;17;14;36.05;36.05;
2020;07;17;15;35.74;35.74;
2020;07;17;16;34.49;34.49;
2020;07;17;17;33.99;33.99;
2020;07;17;18;33.49;33.49;
2020;07;17;19;32.24;32.24;
2020;07;17;20;35.01;35.01;
2020;07;17;21;36.05;36.05;
2020;07;17;22;37;37;
2020;07;17;23;37;37;
2020;07;17;24;36;36;
2020;07;18;1;34.57;34.57;
2020;07;18;2;30.54;30.54;
2020;07;18;3;27.62;27.62;
2020;07;18;4;26.63;26.63;
2020;07;18;5;26;26;
2020;07;18;6;25.75;25.75;
2020;07;18;7;25.8;25.8;
2020;07;18;8;26.5;26.5;
2020;07;18;9;26.87;26.87;
2020;07;18;10;26.73;26.73;
2020;07;18;11;27.37;27.37;
2020;07;18;12;27.44;27.44;
2020;07;18;13;31.5;31.5;
2020;07;18;14;33;33;
2020;07;18;15;33.49;33.49;
2020;07;18;16;28.63;28.63;
2020;07;18;17;27.5;27.5;
2020;07;18;18;28.04;28.04;
2020;07;18;19;34.65;34.65;
2020;07;18;20;37.95;37.95;
2020;07;18;21;38.41;38.41;
2020;07;18;22;38;38;
2020;07;18;23;39.45;39.45;
2020;07;18;24;37.52;37.52;
2020;07;19;1;38.69;38.69;
2020;07;19;2;36.72;36.72;
2020;07;19;3;33.41;33.41;
2020;07;19;4;30.58;30.58;
2020;07;19;5;28.3;28.3;
2020;07;19;6;28.09;28.09;
2020;07;19;7;27.47;27.47;
2020;07;19;8;26.82;26.82;
2020;07;19;9;26.1;26.1;
2020;07;19;10;25.8;25.8;
2020;07;19;11;25.7;25.7;
2020;07;19;12;25.9;25.9;
2020;07;19;13;27;27;
2020;07;19;14;27.2;27.2;
2020;07;19;15;27.2;27.2;
2020;07;19;16;25.8;25.8;
2020;07;19;17;25.6;25.6;
2020;07;19;18;26;26;
2020;07;19;19;29.8;29.8;
2020;07;19;20;36.15;36.15;
2020;07;19;21;37.52;37.52;
2020;07;19;22;37.95;37.95;
2020;07;19;23;40.42;40.42;
2020;07;19;24;36.69;36.69;
2020;07;20;1;32.02;32.02;
2020;07;20;2;27.57;27.57;
2020;07;20;3;26.4;26.4;
2020;07;20;4;26.2;26.01;
2020;07;20;5;26;26;
2020;07;20;6;27.07;27.07;
2020;07;20;7;35.24;35.24;
2020;07;20;8;38.29;38.29;
2020;07;20;9;39;39;
2020;07;20;10;38.27;38.27;
2020;07;20;11;36.51;36.51;
2020;07;20;12;36.69;36.69;
2020;07;20;13;38.29;38.29;
2020;07;20;14;38.55;38.55;
2020;07;20;15;38.29;38.29;
2020;07;20;16;37.69;37.69;
2020;07;20;17;36.4;36.4;
2020;07;20;18;36.1;36.1;
2020;07;20;19;39.12;39.12;
2020;07;20;20;39.7;39.7;
2020;07;20;21;40.69;40.69;
2020;07;20;22;41;41;
2020;07;20;23;40.8;40.8;
2020;07;20;24;37.52;37.52;
2020;07;21;1;31.35;31.35;
2020;07;21;2;27.68;27.68;
2020;07;21;3;26.73;26.73;
2020;07;21;4;26.51;26.51;
2020;07;21;5;26.54;26.54;
2020;07;21;6;27.59;27.59;
2020;07;21;7;33.8;33.8;
2020;07;21;8;38.19;38.19;
2020;07;21;9;38.7;38.7;
2020;07;21;10;38.43;38.43;
2020;07;21;11;38.24;38.24;
2020;07;21;12;38;38;
2020;07;21;13;38.43;38.43;
2020;07;21;14;38.47;38.47;
2020;07;21;15;38.7;38.7;
2020;07;21;16;37.95;37.95;
2020;07;21;17;38.43;38.43;
2020;07;21;18;38.55;38.55;
2020;07;21;19;40.51;40.51;
2020;07;21;20;42.93;42.93;
2020;07;21;21;41.81;41.81;
2020;07;21;22;40.48;40.48;
2020;07;21;23;39.72;39.72;
2020;07;21;24;37.95;37.95;
2020;07;22;1;40.69;40.69;
2020;07;22;2;40.3;40.3;
2020;07;22;3;38.43;38.43;
2020;07;22;4;38.43;38.43;
2020;07;22;5;38.63;38.63;
2020;07;22;6;40.3;40.3;
2020;07;22;7;40.02;40.02;
2020;07;22;8;40.69;40.69;
2020;07;22;9;41.78;41.78;
2020;07;22;10;42.03;42.03;
2020;07;22;11;41.69;41.69;
2020;07;22;12;41.44;41.44;
2020;07;22;13;41.61;41.61;
2020;07;22;14;41.2;41.2;
2020;07;22;15;40.62;40.62;
2020;07;22;16;39.58;39.58;
2020;07;22;17;40.32;40.32;
2020;07;22;18;39.58;39.58;
2020;07;22;19;42.19;42.19;
2020;07;22;20;43.82;43.82;
2020;07;22;21;43.9;43.9;
2020;07;22;22;41.96;41.96;
2020;07;22;23;41.44;41.44;
2020;07;22;24;39.58;39.58;
2020;07;23;1;41.8;41.8;
2020;07;23;2;41.15;41.15;
2020;07;23;3;40.14;40.14;
2020;07;23;4;39.9;39.9;
2020;07;23;5;39.9;39.9;
2020;07;23;6;40.3;40.3;
2020;07;23;7;40.51;40.51;
2020;07;23;8;41.69;41.69;
2020;07;23;9;43.2;43.2;
2020;07;23;10;42.86;42.86;
2020;07;23;11;43.09;43.09;
2020;07;23;12;43.36;43.36;
2020;07;23;13;43.95;43.95;
2020;07;23;14;43.4;43.4;
2020;07;23;15;44;44;
2020;07;23;16;42.44;42.44;
2020;07;23;17;42.86;42.86;
2020;07;23;18;41.98;41.98;
2020;07;23;19;42.86;42.86;
2020;07;23;20;43.49;43.49;
2020;07;23;21;43.64;43.64;
2020;07;23;22;42.09;42.09;
2020;07;23;23;41.69;41.69;
2020;07;23;24;38.58;38.58;
2020;07;24;1;35.8;35.8;
2020;07;24;2;30.07;30.07;
2020;07;24;3;28.6;28.6;
2020;07;24;4;28.3;28.3;
2020;07;24;5;28.3;28.3;
2020;07;24;6;28.6;28.6;
2020;07;24;7;30.09;30.09;
2020;07;24;8;36.14;36.14;
2020;07;24;9;39.95;39.95;
2020;07;24;10;40.8;40.8;
2020;07;24;11;40.3;40.3;
2020;07;24;12;40.42;40.42;
2020;07;24;13;41.01;41.01;
2020;07;24;14;41.59;41.59;
2020;07;24;15;41.25;41.25;
2020;07;24;16;39.99;39.99;
2020;07;24;17;40.11;40.11;
2020;07;24;18;36.9;36.9;
2020;07;24;19;35.03;35.03;
2020;07;24;20;36.85;36.85;
2020;07;24;21;37.39;37.39;
2020;07;24;22;37.04;37.04;
2020;07;24;23;37.17;37.17;
2020;07;24;24;34.65;34.65;
2020;07;25;1;34.63;34.63;
2020;07;25;2;30.56;30.56;
2020;07;25;3;28.6;28.6;
2020;07;25;4;32.72;32.72;
2020;07;25;5;34.07;34.07;
2020;07;25;6;36.49;36.49;
2020;07;25;7;34;34;
2020;07;25;8;34.49;34.49;
2020;07;25;9;37.7;37.7;
2020;07;25;10;38.56;38.56;
2020;07;25;11;36.6;36.6;
2020;07;25;12;36.2;36.2;
2020;07;25;13;36.1;36.1;
2020;07;25;14;37.49;37.49;
2020;07;25;15;35.01;35.01;
2020;07;25;16;30;30;
2020;07;25;17;28.4;28.4;
2020;07;25;18;28.3;28.3;
2020;07;25;19;28.9;28.9;
2020;07;25;20;31.58;31.58;
2020;07;25;21;32.22;32.22;
2020;07;25;22;33.49;33.49;
2020;07;25;23;33.61;33.61;
2020;07;25;24;30;30;
2020;07;26;1;34.43;34.43;
2020;07;26;2;30.87;30.87;
2020;07;26;3;27.4;27.4;
2020;07;26;4;27.4;27.4;
2020;07;26;5;27.33;27.33;
2020;07;26;6;27.4;27.4;
2020;07;26;7;27.2;27.2;
2020;07;26;8;27.13;27.13;
2020;07;26;9;27.1;27.1;
2020;07;26;10;27.24;27.24;
2020;07;26;11;27.26;27.26;
2020;07;26;12;27.4;27.4;
2020;07;26;13;27.4;27.4;
2020;07;26;14;28;28;
2020;07;26;15;28.88;28.88;
2020;07;26;16;27.33;27.33;
2020;07;26;17;27.26;27.26;
2020;07;26;18;27.26;27.26;
2020;07;26;19;27.33;27.33;
2020;07;26;20;29.58;29.58;
2020;07;26;21;32.91;32.91;
2020;07;26;22;38.95;38.95;
2020;07;26;23;40.99;40.99;
2020;07;26;24;40.62;40.62;
2020;07;27;1;39.9;39.9;
2020;07;27;2;39.36;39.36;
2020;07;27;3;37;37;
2020;07;27;4;34.07;34.07;
2020;07;27;5;34;34;
2020;07;27;6;34.02;34.02;
2020;07;27;7;36.69;36.69;
2020;07;27;8;38.8;38.8;
2020;07;27;9;39.52;39.52;
2020;07;27;10;39.98;39.98;
2020;07;27;11;39.79;39.79;
2020;07;27;12;40.6;40.6;
2020;07;27;13;40.44;40.44;
2020;07;27;14;40;40;
2020;07;27;15;39.9;39.9;
2020;07;27;16;38.47;38.47;
2020;07;27;17;36.55;36.55;
2020;07;27;18;37.87;37.87;
2020;07;27;19;38.5;38.5;
2020;07;27;20;39.36;39.36;
2020;07;27;21;37.98;37.98;
2020;07;27;22;39.52;39.52;
2020;07;27;23;39.46;39.46;
2020;07;27;24;37;37;
2020;07;28;1;35.43;35.43;
2020;07;28;2;30.32;30.32;
2020;07;28;3;29.8;29.8;
2020;07;28;4;29.7;29.7;
2020;07;28;5;29.8;29.8;
2020;07;28;6;30.1;30.1;
2020;07;28;7;30.24;30.24;
2020;07;28;8;35.37;35.37;
2020;07;28;9;40;40;
2020;07;28;10;40.44;40.44;
2020;07;28;11;40;40;
2020;07;28;12;40.7;40.7;
2020;07;28;13;40.7;40.7;
2020;07;28;14;40;40;
2020;07;28;15;39.17;39.17;
2020;07;28;16;35.38;35.38;
2020;07;28;17;33.12;33.12;
2020;07;28;18;34.52;34.52;
2020;07;28;19;37.42;37.42;
2020;07;28;20;38.53;38.53;
2020;07;28;21;37.08;37.08;
2020;07;28;22;36.91;36.91;
2020;07;28;23;39.52;39.52;
2020;07;28;24;37.09;37.09;
2020;07;29;1;33.99;33.99;
2020;07;29;2;29.01;29.01;
2020;07;29;3;28.8;28.8;
2020;07;29;4;28.45;28.45;
2020;07;29;5;28.41;28.41;
2020;07;29;6;28.8;28.8;
2020;07;29;7;31.41;31.41;
2020;07;29;8;38.47;38.47;
2020;07;29;9;40;40;
2020;07;29;10;40.5;40.5;
2020;07;29;11;40.31;40.31;
2020;07;29;12;40.84;40.84;
2020;07;29;13;40.86;40.86;
2020;07;29;14;41.17;41.17;
2020;07;29;15;40.49;40.49;
2020;07;29;16;39.94;39.94;
2020;07;29;17;40;40;
2020;07;29;18;40.58;40.58;
2020;07;29;19;41.4;41.4;
2020;07;29;20;42.68;42.68;
2020;07;29;21;42.68;42.68;
2020;07;29;22;42.37;42.37;
2020;07;29;23;43.78;43.78;
2020;07;29;24;40.98;40.98;
2020;07;30;1;40.06;40.06;
2020;07;30;2;38.64;38.64;
2020;07;30;3;34.07;34.07;
2020;07;30;4;34;34;
2020;07;30;5;34.01;34.01;
2020;07;30;6;35;35;
2020;07;30;7;35.73;35.73;
2020;07;30;8;40.9;40.9;
2020;07;30;9;41.55;41.55;
2020;07;30;10;42.01;42.01;
2020;07;30;11;40.9;40.9;
2020;07;30;12;41.47;41.47;
2020;07;30;13;42.04;42.04;
2020;07;30;14;42;42;
2020;07;30;15;41.7;41.7;
2020;07;30;16;41.47;41.47;
2020;07;30;17;41.55;41.55;
2020;07;30;18;41.65;41.65;
2020;07;30;19;42.78;42.78;
2020;07;30;20;43.4;43.4;
2020;07;30;21;44.55;44.55;
2020;07;30;22;44.92;44.92;
2020;07;30;23;44.54;44.54;
2020;07;30;24;41.77;41.77;
2020;07;31;1;39.68;39.68;
2020;07;31;2;35;35;
2020;07;31;3;38.2;38.2;
2020;07;31;4;36.9;36.9;
2020;07;31;5;37.61;37.61;
2020;07;31;6;38.2;38.2;
2020;07;31;7;37.21;37.21;
2020;07;31;8;40.18;40.18;
2020;07;31;9;42.84;42.84;
2020;07;31;10;43.03;43.03;
2020;07;31;11;43.45;43.45;
2020;07;31;12;44.27;44.27;
2020;07;31;13;44.97;44.97;
2020;07;31;14;44.97;46.14;
2020;07;31;15;44.39;44.39;
2020;07;31;16;43.01;43.01;
2020;07;31;17;42.86;42.86;
2020;07;31;18;43.73;43.73;
2020;07;31;19;43.97;43.97;
2020;07;31;20;44.9;44.9;
2020;07;31;21;45.45;45.45;
2020;07;31;22;45.97;46.15;
2020;07;31;23;44.97;44.97;
2020;07;31;24;42.5;42.5;
2020;08;01;1;37.96;37.96;
2020;08;01;2;32.4;32.4;
2020;08;01;3;31.01;31.01;
2020;08;01;4;30.3;30.3;
2020;08;01;5;30.3;30.3;
2020;08;01;6;30.3;30.3;
2020;08;01;7;29.95;29.95;
2020;08;01;8;29.89;29.89;
2020;08;01;9;30.99;30.99;
2020;08;01;10;33.02;33.02;
2020;08;01;11;31.98;31.98;
2020;08;01;12;33.66;33.66;
2020;08;01;13;35.79;35.79;
2020;08;01;14;36.6;36.6;
2020;08;01;15;33.48;33.48;
2020;08;01;16;30.33;30.33;
2020;08;01;17;30.3;30.3;
2020;08;01;18;32.62;32.62;
2020;08;01;19;37.37;37.37;
2020;08;01;20;38.78;38.78;
2020;08;01;21;38.37;38.37;
2020;08;01;22;37.78;37.78;
2020;08;01;23;37.12;37.12;
2020;08;01;24;33.8;33.8;
2020;08;02;1;30.67;30.67;
2020;08;02;2;27.82;27.82;
2020;08;02;3;27.09;27.09;
2020;08;02;4;27.51;27.51;
2020;08;02;5;27.55;27.08;
2020;08;02;6;27.62;27.62;
2020;08;02;7;27.44;27.15;
2020;08;02;8;26.79;26.79;
2020;08;02;9;26.79;26.79;
2020;08;02;10;27.62;27.62;
2020;08;02;11;27.63;27.63;
2020;08;02;12;28.01;28.01;
2020;08;02;13;28.1;28.1;
2020;08;02;14;27.4;27.4;
2020;08;02;15;26.43;26.43;
2020;08;02;16;24.16;24.16;
2020;08;02;17;23.86;23.86;
2020;08;02;18;25.56;25.56;
2020;08;02;19;28.08;28.08;
2020;08;02;20;28.9;28.9;
2020;08;02;21;34.14;34.14;
2020;08;02;22;35.49;35.49;
2020;08;02;23;38.43;38.43;
2020;08;02;24;35.1;35.1;
2020;08;03;1;30.3;30.3;
2020;08;03;2;29;29;
2020;08;03;3;28.5;28.5;
2020;08;03;4;28.1;28.1;
2020;08;03;5;27.44;27.44;
2020;08;03;6;28.33;28.33;
2020;08;03;7;34.12;34.12;
2020;08;03;8;39.19;39.19;
2020;08;03;9;40.59;41;
2020;08;03;10;41.53;41.53;
2020;08;03;11;41.2;41.2;
2020;08;03;12;41.16;41.16;
2020;08;03;13;40.97;40.97;
2020;08;03;14;39.9;39.9;
2020;08;03;15;38.24;38.24;
2020;08;03;16;37.18;37.18;
2020;08;03;17;37.75;37.75;
2020;08;03;18;39.67;39.67;
2020;08;03;19;40.06;40.06;
2020;08;03;20;39.16;39.16;
2020;08;03;21;39.97;39.97;
2020;08;03;22;40.83;40.83;
2020;08;03;23;40.16;40.16;
2020;08;03;24;35.05;35.05;
2020;08;04;1;31.6;31.6;
2020;08;04;2;29;29;
2020;08;04;3;29;29;
2020;08;04;4;28.87;28.87;
2020;08;04;5;28.5;28.5;
2020;08;04;6;28.7;28.7;
2020;08;04;7;30.3;30.3;
2020;08;04;8;36.24;36.24;
2020;08;04;9;39.97;39.97;
2020;08;04;10;40.12;40.12;
2020;08;04;11;38.59;38.59;
2020;08;04;12;35.75;35.75;
2020;08;04;13;37;37;
2020;08;04;14;36.88;36.88;
2020;08;04;15;35.22;35.22;
2020;08;04;16;34.33;34.33;
2020;08;04;17;33.37;33.37;
2020;08;04;18;37.72;37.72;
2020;08;04;19;40.41;40.41;
2020;08;04;20;41.01;41.01;
2020;08;04;21;41.2;41.2;
2020;08;04;22;41.16;41.16;
2020;08;04;23;39.83;39.83;
2020;08;04;24;34.8;34.8;
2020;08;05;1;34.64;34.64;
2020;08;05;2;31;31;
2020;08;05;3;30.3;30.3;
2020;08;05;4;30.3;30.3;
2020;08;05;5;32;32;
2020;08;05;6;32;32;
2020;08;05;7;33.43;33.43;
2020;08;05;8;34.11;34.11;
2020;08;05;9;36.84;36.84;
2020;08;05;10;36.11;36.11;
2020;08;05;11;36.1;36.1;
2020;08;05;12;38;38;
2020;08;05;13;39.01;39.01;
2020;08;05;14;39.76;39.76;
2020;08;05;15;39.16;39.16;
2020;08;05;16;36.85;36.85;
2020;08;05;17;34.07;34.07;
2020;08;05;18;33.79;33.79;
2020;08;05;19;39.67;39.67;
2020;08;05;20;43.04;43.04;
2020;08;05;21;43.4;43.4;
2020;08;05;22;42.43;42.43;
2020;08;05;23;41.69;41.69;
2020;08;05;24;36.71;36.71;
2020;08;06;1;38.59;38.59;
2020;08;06;2;36;36;
2020;08;06;3;30.72;30.72;
2020;08;06;4;29.97;29.97;
2020;08;06;5;29.77;29.77;
2020;08;06;6;29.97;29.97;
2020;08;06;7;32;32;
2020;08;06;8;37.27;37.27;
2020;08;06;9;38.45;38.45;
2020;08;06;10;38.45;38.45;
2020;08;06;11;36.91;36.91;
2020;08;06;12;36.6;36.6;
2020;08;06;13;38.59;38.59;
2020;08;06;14;39.27;39.27;
2020;08;06;15;38.36;38.36;
2020;08;06;16;36.01;36.01;
2020;08;06;17;36.19;36.19;
2020;08;06;18;39.69;39.69;
2020;08;06;19;42.6;42.6;
2020;08;06;20;43.37;43.37;
2020;08;06;21;45.09;46.15;
2020;08;06;22;43.39;43.39;
2020;08;06;23;41.39;41.39;
2020;08;06;24;37;37;
2020;08;07;1;38.64;38.64;
2020;08;07;2;33;33;
2020;08;07;3;29.97;29.97;
2020;08;07;4;29.97;29.97;
2020;08;07;5;30.78;30.78;
2020;08;07;6;32.86;32.86;
2020;08;07;7;35.54;35.54;
2020;08;07;8;39.09;39.09;
2020;08;07;9;39.2;39.2;
2020;08;07;10;39.75;39.75;
2020;08;07;11;38.49;38.49;
2020;08;07;12;38.97;38.97;
2020;08;07;13;41.34;41.34;
2020;08;07;14;40.9;40.9;
2020;08;07;15;39.99;39.99;
2020;08;07;16;36.73;36.73;
