year;month;day;hora;marginalPT;marginalES
2019;08;01;8;45;45
2019;08;01;9;47.74;47.74
2019;08;01;10;50.95;50.95
2019;08;01;11;51.01;51.01
2019;08;01;12;50.53;50.53
2019;08;01;13;51.18;51.18
2019;08;01;14;51.18;51.18
2019;08;01;15;49.86;49.86
2019;08;01;16;48.99;48.99
2019;08;01;17;49.53;49.53
2019;08;01;18;49.07;49.07
2019;08;01;19;51.08;51.08
2019;08;01;20;50.08;50.08
2019;08;01;21;49.5;49.5
2019;08;01;22;51;51
2019;08;01;23;51.53;51.53
2019;08;01;24;49.01;49.01
2019;08;02;1;50.95;50.95
2019;08;02;2;47.57;47.57
2019;08;02;3;44.17;44.17
2019;08;02;4;43;43
2019;08;02;5;42;42
2019;08;02;6;43.33;43.33
2019;08;02;7;44.57;44.57
2019;08;02;8;46.5;46.5
2019;08;02;9;49.99;49.99
2019;08;02;10;50.95;50.95
2019;08;02;11;51.01;51.01
2019;08;02;12;51.7;51.7
2019;08;02;13;51.7;51.7
2019;08;02;14;51.7;51.7
2019;08;02;15;51.2;51.2
2019;08;02;16;50.95;50.95
2019;08;02;17;50.87;50.87
2019;08;02;18;50.7;50.7
2019;08;02;19;50.2;50.2
2019;08;02;20;49.93;49.93
2019;08;02;21;50.7;50.7
2019;08;02;22;50.87;50.87
2019;08;02;23;49.92;49.92
2019;08;02;24;48;48
2019;08;03;1;51.33;51.33
2019;08;03;2;50;50
2019;08;03;3;47.58;47.58
2019;08;03;4;46.72;46.72
2019;08;03;5;46.47;46.47
2019;08;03;6;46.01;46.01
2019;08;03;7;43.57;43.57
2019;08;03;8;44.63;44.63
2019;08;03;9;45.51;45.51
2019;08;03;10;48.95;48.95
2019;08;03;11;50.5;50.5
2019;08;03;12;51.2;51.2
2019;08;03;13;50.53;50.53
2019;08;03;14;50.89;50.89
2019;08;03;15;48.49;48.49
2019;08;03;16;46.58;46.58
2019;08;03;17;44.46;44.46
2019;08;03;18;43.03;43.03
2019;08;03;19;43.03;43.03
2019;08;03;20;44.2;44.2
2019;08;03;21;46;46
2019;08;03;22;49.07;49.07
2019;08;03;23;49;49
2019;08;03;24;50.07;50.07
2019;08;04;1;51.2;51.2
2019;08;04;2;49.82;49.82
2019;08;04;3;46.6;46.6
2019;08;04;4;45.47;45.47
2019;08;04;5;44.6;44.6
2019;08;04;6;44.7;44.7
2019;08;04;7;44.01;44.01
2019;08;04;8;44.71;44.71
2019;08;04;9;44.71;44.71
2019;08;04;10;44.72;44.72
2019;08;04;11;44.16;44.16
2019;08;04;12;46.36;46.36
2019;08;04;13;48.95;48.95
2019;08;04;14;49.47;49.47
2019;08;04;15;47.01;47.01
2019;08;04;16;46.58;46.58
2019;08;04;17;43.01;43.01
2019;08;04;18;42.89;42.89
2019;08;04;19;41.75;41.75
2019;08;04;20;42.9;42.9
2019;08;04;21;44.91;44.91
2019;08;04;22;51.21;51.21
2019;08;04;23;52.1;52.1
2019;08;04;24;51.95;51.95
2019;08;05;1;51.49;51.49
2019;08;05;2;47.18;47.18
2019;08;05;3;45.75;45.75
2019;08;05;4;45.6;45.6
2019;08;05;5;45.75;45.75
2019;08;05;6;49.17;49.17
2019;08;05;7;51.25;51.25
2019;08;05;8;51.89;51.89
2019;08;05;9;51.79;51.79
2019;08;05;10;51.49;51.49
2019;08;05;11;51.17;51.17
2019;08;05;12;51.79;51.79
2019;08;05;13;52.04;52.04
2019;08;05;14;52.79;52.79
2019;08;05;15;52.04;52.04
2019;08;05;16;51.79;51.79
2019;08;05;17;51.25;51.25
2019;08;05;18;50.89;50.89
2019;08;05;19;48.8;48.8
2019;08;05;20;48.49;48.49
2019;08;05;21;50.08;50.08
2019;08;05;22;51.79;51.79
2019;08;05;23;51.49;51.49
2019;08;05;24;50.79;50.79
2019;08;06;1;51.79;51.79
2019;08;06;2;50.9;50.9
2019;08;06;3;49.16;49.16
2019;08;06;4;48.1;48.1
2019;08;06;5;48;48
2019;08;06;6;48.55;48.55
2019;08;06;7;46.93;46.93
2019;08;06;8;50;50
2019;08;06;9;51.2;51.2
2019;08;06;10;51.83;51.83
2019;08;06;11;51;51
2019;08;06;12;51.79;51.79
2019;08;06;13;51.99;51.99
2019;08;06;14;52.03;52.03
2019;08;06;15;51.79;51.79
2019;08;06;16;50.8;50.8
2019;08;06;17;50.11;50.11
2019;08;06;18;48.81;48.81
2019;08;06;19;48.93;48.93
2019;08;06;20;49.75;49.75
2019;08;06;21;49.07;49.07
2019;08;06;22;50.07;50.07
2019;08;06;23;49.12;49.12
2019;08;06;24;47.51;47.51
2019;08;07;1;49.76;49.76
2019;08;07;2;46.21;46.21
2019;08;07;3;43.51;43.51
2019;08;07;4;41.75;41.75
2019;08;07;5;42.8;42.8
2019;08;07;6;45;45
2019;08;07;7;47;47
2019;08;07;8;48.28;48.28
2019;08;07;9;51.2;51.2
2019;08;07;10;51.45;51.45
2019;08;07;11;51.24;51.24
2019;08;07;12;51.83;51.83
2019;08;07;13;51.97;51.97
2019;08;07;14;52.81;52.81
2019;08;07;15;51.89;51.89
2019;08;07;16;51.45;51.45
2019;08;07;17;51.22;51.22
2019;08;07;18;51.12;51.12
2019;08;07;19;50.97;50.97
2019;08;07;20;51.45;51.45
2019;08;07;21;51;51
2019;08;07;22;51.81;51.81
2019;08;07;23;51.22;51.22
2019;08;07;24;50.07;50.07
2019;08;08;1;50.5;50.5
2019;08;08;2;50.07;50.07
2019;08;08;3;47.51;47.51
2019;08;08;4;45.5;45.5
2019;08;08;5;44.53;44.53
2019;08;08;6;46;46
2019;08;08;7;48.55;48.55
2019;08;08;8;49.44;49.44
2019;08;08;9;50.93;50.93
2019;08;08;10;50.96;50.96
2019;08;08;11;50.03;50.03
2019;08;08;12;49.24;49.24
2019;08;08;13;49.33;49.33
2019;08;08;14;50.47;50.47
2019;08;08;15;47.57;47.57
2019;08;08;16;45.9;45.9
2019;08;08;17;45.25;45.25
2019;08;08;18;45.24;45.24
2019;08;08;19;45.23;45.23
2019;08;08;20;45.25;45.25
2019;08;08;21;45.9;45.9
2019;08;08;22;50.41;50.41
2019;08;08;23;47.9;47.9
2019;08;08;24;47.57;47.57
2019;08;09;1;42.6;42.6
2019;08;09;2;42;42
2019;08;09;3;38.75;38.75
2019;08;09;4;37.96;37.96
2019;08;09;5;36.69;36.69
2019;08;09;6;37.41;37.41
2019;08;09;7;39.09;39.09
2019;08;09;8;42;42
2019;08;09;9;44.24;44.24
2019;08;09;10;44.75;44.75
2019;08;09;11;44.7;44.7
2019;08;09;12;44.33;44.33
2019;08;09;13;45.25;45.25
2019;08;09;14;45.46;45.46
2019;08;09;15;44.95;44.95
2019;08;09;16;43.28;43.28
2019;08;09;17;42.5;42.5
2019;08;09;18;42.5;42.5
2019;08;09;19;43.88;43.88
2019;08;09;20;45.25;45.25
2019;08;09;21;49.45;49.45
2019;08;09;22;53.2;53.2
2019;08;09;23;53.19;53.19
2019;08;09;24;51.45;51.45
2019;08;10;1;48.53;48.53
2019;08;10;2;45.88;45.88
2019;08;10;3;44.7;44.7
2019;08;10;4;43.95;43.95
2019;08;10;5;43.71;43.71
2019;08;10;6;43.46;43.46
2019;08;10;7;42.66;42.66
2019;08;10;8;44;44
2019;08;10;9;45.26;45.26
2019;08;10;10;47.97;47.97
2019;08;10;11;46.52;46.52
2019;08;10;12;46.71;46.71
2019;08;10;13;47.44;47.44
2019;08;10;14;48.05;48.05
2019;08;10;15;47.51;47.51
2019;08;10;16;46.13;46.13
2019;08;10;17;44.89;44.89
2019;08;10;18;44.23;44.23
2019;08;10;19;44.13;44.13
2019;08;10;20;45.25;45.25
2019;08;10;21;49;49
2019;08;10;22;51;51
2019;08;10;23;50.25;50.25
2019;08;10;24;47.42;47.42
2019;08;11;1;47.25;47.25
2019;08;11;2;45.53;45.53
2019;08;11;3;42.48;42.48
2019;08;11;4;41;41
2019;08;11;5;40;40
2019;08;11;6;40;40
2019;08;11;7;39.75;39.75
2019;08;11;8;38.5;38.5
2019;08;11;9;39.77;39.77
2019;08;11;10;43;43
2019;08;11;11;43;43
2019;08;11;12;44;44
2019;08;11;13;44.7;44.7
2019;08;11;14;45;45
2019;08;11;15;43.53;43.53
2019;08;11;16;40.47;40.47
2019;08;11;17;38.45;38.45
2019;08;11;18;38.01;38.01
2019;08;11;19;38.03;38.03
2019;08;11;20;39.75;39.75
2019;08;11;21;42.31;42.31
2019;08;11;22;48.03;48.03
2019;08;11;23;50.9;50.9
2019;08;11;24;46.05;46.05
2019;08;12;1;42;42
2019;08;12;2;38;38
2019;08;12;3;36.52;36.52
2019;08;12;4;36.3;36.3
2019;08;12;5;36.1;36.1
2019;08;12;6;36.52;36.52
2019;08;12;7;38.5;38.5
2019;08;12;8;41.3;41.3
2019;08;12;9;43.16;43.16
2019;08;12;10;45.58;45.58
2019;08;12;11;44.89;44.89
2019;08;12;12;44.9;44.9
2019;08;12;13;46;46
2019;08;12;14;48.5;48.5
2019;08;12;15;47.51;47.51
2019;08;12;16;46.57;46.57
2019;08;12;17;46;46
2019;08;12;18;46.57;46.57
2019;08;12;19;46.28;46.28
2019;08;12;20;45.79;45.79
2019;08;12;21;47;47
2019;08;12;22;50.1;50.1
2019;08;12;23;48.5;48.5
2019;08;12;24;43.68;43.68
2019;08;13;1;38.45;38.45
2019;08;13;2;36.3;36.3
2019;08;13;3;35.94;35.11
2019;08;13;4;35.02;35
2019;08;13;5;35;35
2019;08;13;6;35.11;35.11
2019;08;13;7;36.97;36.97
2019;08;13;8;38.5;38.5
2019;08;13;9;42.46;42.46
2019;08;13;10;44.26;44.26
2019;08;13;11;44.89;44.89
2019;08;13;12;46.17;46.17
2019;08;13;13;47.49;47.49
2019;08;13;14;48.5;48.5
2019;08;13;15;48.5;48.5
2019;08;13;16;47.25;47.25
2019;08;13;17;46.83;46.83
2019;08;13;18;46.5;46.5
2019;08;13;19;46;46
2019;08;13;20;45.14;45.14
2019;08;13;21;46.53;46.53
2019;08;13;22;49.01;49.01
2019;08;13;23;46.83;46.83
2019;08;13;24;43.49;43.49
2019;08;14;1;46.56;46.56
2019;08;14;2;42.62;42.62
2019;08;14;3;39.99;39.99
2019;08;14;4;40.36;40.36
2019;08;14;5;38.69;38.69
2019;08;14;6;42.5;42.5
2019;08;14;7;44.54;44.54
2019;08;14;8;46;46
2019;08;14;9;47.5;47.5
2019;08;14;10;48.35;48.35
2019;08;14;11;47.75;47.75
2019;08;14;12;47.5;47.5
2019;08;14;13;47.75;47.75
2019;08;14;14;48;48
2019;08;14;15;47.25;47.25
2019;08;14;16;45.83;45.83
2019;08;14;17;46;46
2019;08;14;18;46.56;46.56
2019;08;14;19;47.01;47.01
2019;08;14;20;47.1;47.1
2019;08;14;21;47.4;47.4
2019;08;14;22;48.26;48.26
2019;08;14;23;47.25;47.25
2019;08;14;24;45.93;45.93
2019;08;15;1;45.9;45.9
2019;08;15;2;43.36;43.36
2019;08;15;3;40.36;40.36
2019;08;15;4;37.36;37.36
2019;08;15;5;36.69;36.69
2019;08;15;6;36.57;36.57
2019;08;15;7;37;37
2019;08;15;8;37.09;37.09
2019;08;15;9;39.75;39.75
2019;08;15;10;40.38;40.38
2019;08;15;11;40;40
2019;08;15;12;40;40
2019;08;15;13;41.5;41.5
2019;08;15;14;42.37;42.37
2019;08;15;15;41.85;41.85
2019;08;15;16;40.49;40.49
2019;08;15;17;39.51;39.51
2019;08;15;18;38.89;38.89
2019;08;15;19;38.8;38.8
2019;08;15;20;39.3;39.3
2019;08;15;21;41.6;41.6
2019;08;15;22;47.75;47.75
2019;08;15;23;47.75;47.75
2019;08;15;24;44.51;44.51
2019;08;16;1;46;46
2019;08;16;2;44.01;44.01
2019;08;16;3;44;44
2019;08;16;4;43.6;43.6
2019;08;16;5;43.61;43.61
2019;08;16;6;44;44
2019;08;16;7;41.64;41.64
2019;08;16;8;42.23;42.23
2019;08;16;9;43.7;43.7
2019;08;16;10;45.04;45.04
2019;08;16;11;44.94;44.94
2019;08;16;12;46.01;46.01
2019;08;16;13;47.02;47.02
2019;08;16;14;47.5;47.5
2019;08;16;15;46.01;46.01
2019;08;16;16;43.52;43.52
2019;08;16;17;42.66;42.66
2019;08;16;18;42.09;42.09
2019;08;16;19;42.23;42.23
2019;08;16;20;42.67;42.67
2019;08;16;21;44.53;44.53
2019;08;16;22;48.1;48.1
2019;08;16;23;47.4;47.4
2019;08;16;24;44.98;44.98
2019;08;17;1;45.27;45.27
2019;08;17;2;45.25;45.25
2019;08;17;3;43.64;43.64
2019;08;17;4;43.11;43.11
2019;08;17;5;42.73;42.73
2019;08;17;6;43.05;43.05
2019;08;17;7;41.49;41.49
2019;08;17;8;38.01;38.01
2019;08;17;9;41.25;41.25
2019;08;17;10;42.01;42.01
2019;08;17;11;41.81;41.81
2019;08;17;12;43.57;43.57
2019;08;17;13;44.01;44.01
2019;08;17;14;44.01;44.01
2019;08;17;15;42.2;42.2
2019;08;17;16;39.01;39.01
2019;08;17;17;37.67;37.67
2019;08;17;18;37;37
2019;08;17;19;37.12;37.12
2019;08;17;20;38;38
2019;08;17;21;42;42
2019;08;17;22;47.4;47.4
2019;08;17;23;45.98;45.98
2019;08;17;24;40.19;40.19
2019;08;18;1;42.8;42.8
2019;08;18;2;36.74;36.74
2019;08;18;3;35.27;35.27
2019;08;18;4;34.93;34.93
2019;08;18;5;35.02;35.02
2019;08;18;6;36.69;36.69
2019;08;18;7;36.79;36.79
2019;08;18;8;36.69;36.69
2019;08;18;9;38.01;38.01
2019;08;18;10;40;40
2019;08;18;11;39.39;39.39
2019;08;18;12;40;40
2019;08;18;13;40.63;40.63
2019;08;18;14;41.89;41.89
2019;08;18;15;41.17;41.17
2019;08;18;16;38.01;38.01
2019;08;18;17;37;37
2019;08;18;18;36;36
2019;08;18;19;35.59;35.59
2019;08;18;20;36.48;36.48
2019;08;18;21;37.23;37.23
2019;08;18;22;47.26;47.26
2019;08;18;23;47.51;47.51
2019;08;18;24;42;42
2019;08;19;1;40;40
2019;08;19;2;35.69;35.69
2019;08;19;3;33.93;33.93
2019;08;19;4;33.25;33.25
2019;08;19;5;33.25;33.25
2019;08;19;6;33.75;33.75
2019;08;19;7;35.69;35.69
2019;08;19;8;39.05;39.05
2019;08;19;9;42.01;42.01
2019;08;19;10;44.4;44.4
2019;08;19;11;45;45
2019;08;19;12;45.51;45.51
2019;08;19;13;47.26;47.26
2019;08;19;14;48.37;48.37
2019;08;19;15;47.51;47.51
2019;08;19;16;45.41;45.41
2019;08;19;17;45;45
2019;08;19;18;43.18;43.18
2019;08;19;19;43.07;43.07
2019;08;19;20;42.17;42.17
2019;08;19;21;42.35;42.35
2019;08;19;22;47.02;47.02
2019;08;19;23;43.04;43.04
2019;08;19;24;39.62;39.62
2019;08;20;1;35.58;35.58
2019;08;20;2;34;34
2019;08;20;3;33.33;33.33
2019;08;20;4;33;33
2019;08;20;5;32.67;32.67
2019;08;20;6;33;33
2019;08;20;7;34.02;34.02
2019;08;20;8;36.15;36.15
2019;08;20;9;40.49;40.49
2019;08;20;10;41.02;41.02
2019;08;20;11;39.75;39.75
2019;08;20;12;41.66;41.66
2019;08;20;13;42.73;42.73
2019;08;20;14;46.25;46.25
2019;08;20;15;46.25;46.25
2019;08;20;16;45.05;45.05
2019;08;20;17;45.17;45.17
2019;08;20;18;44.73;44.73
2019;08;20;19;42.73;42.73
2019;08;20;20;42.41;42.41
2019;08;20;21;42.53;42.53
2019;08;20;22;47.1;47.1
2019;08;20;23;42.94;42.94
2019;08;20;24;38.05;38.05
2019;08;21;1;34.36;34.36
2019;08;21;2;33.27;33.27
2019;08;21;3;32.48;32.48
2019;08;21;4;32;32
2019;08;21;5;32;32
2019;08;21;6;33;33
2019;08;21;7;34;34
2019;08;21;8;35.57;35.57
2019;08;21;9;40.55;40.55
2019;08;21;10;43;43
2019;08;21;11;42.98;42.98
2019;08;21;12;44.98;44.98
2019;08;21;13;46.5;46.5
2019;08;21;14;47.27;47.27
2019;08;21;15;47.26;47.26
2019;08;21;16;46.25;46.25
2019;08;21;17;46.25;46.25
2019;08;21;18;46.25;46.25
2019;08;21;19;45.01;45.01
2019;08;21;20;45;45
2019;08;21;21;45.25;45.25
2019;08;21;22;47.5;47.5
2019;08;21;23;44.76;44.76
2019;08;21;24;41.26;41.26
2019;08;22;1;41.81;41.81
2019;08;22;2;33.7;33.7
2019;08;22;3;32.54;32.51
2019;08;22;4;32.09;32.09
2019;08;22;5;32;32
2019;08;22;6;32.09;32.09
2019;08;22;7;33.7;33.7
2019;08;22;8;37.64;37.64
2019;08;22;9;40.64;40.64
2019;08;22;10;41.51;41.51
2019;08;22;11;41.51;41.51
2019;08;22;12;42.73;42.73
2019;08;22;13;44;44
2019;08;22;14;46.04;46.04
2019;08;22;15;45.54;45.54
2019;08;22;16;44.96;44.96
2019;08;22;17;45;45
2019;08;22;18;45.11;45.11
2019;08;22;19;45.01;45.01
2019;08;22;20;45.11;45.11
2019;08;22;21;45.25;45.25
2019;08;22;22;47.04;47.04
2019;08;22;23;45.42;45.42
2019;08;22;24;43.5;43.5
2019;08;23;1;41.09;41.09
2019;08;23;2;34.92;34.92
2019;08;23;3;35.96;35.96
2019;08;23;4;34;34
2019;08;23;5;33.5;33.5
2019;08;23;6;35;35
2019;08;23;7;39.66;39.66
2019;08;23;8;40.75;40.75
2019;08;23;9;42.24;42.24
2019;08;23;10;42.01;42.01
2019;08;23;11;41.51;41.51
2019;08;23;12;42;42
2019;08;23;13;42.21;42.21
2019;08;23;14;43.6;43.6
2019;08;23;15;44.55;44.55
2019;08;23;16;43.99;43.99
2019;08;23;17;43.78;43.78
2019;08;23;18;43.98;43.98
2019;08;23;19;44.55;44.55
2019;08;23;20;44.33;44.33
2019;08;23;21;45.01;45.01
2019;08;23;22;46.18;46.18
2019;08;23;23;45.21;45.21
2019;08;23;24;43.75;43.75
2019;08;24;1;44.01;44.01
2019;08;24;2;43.5;43.5
2019;08;24;3;42.49;42.49
2019;08;24;4;42.5;42.5
2019;08;24;5;42.9;42.9
2019;08;24;6;42.9;42.9
2019;08;24;7;41;41
2019;08;24;8;40.94;40.94
2019;08;24;9;42.24;42.24
2019;08;24;10;42.75;42.75
2019;08;24;11;40.97;40.97
2019;08;24;12;40.85;40.85
2019;08;24;13;41.72;41.72
2019;08;24;14;43.3;43.3
2019;08;24;15;42.4;42.4
2019;08;24;16;41.05;41.05
2019;08;24;17;39.52;39.52
2019;08;24;18;39;39
2019;08;24;19;39.84;39.84
2019;08;24;20;42.46;42.46
2019;08;24;21;42.91;42.91
2019;08;24;22;44.8;44.8
2019;08;24;23;43.8;43.8
2019;08;24;24;43.5;43.5
2019;08;25;1;43.6;43.6
2019;08;25;2;42.5;42.5
2019;08;25;3;42.5;42.5
2019;08;25;4;41.62;41.62
2019;08;25;5;41.62;41.62
2019;08;25;6;41.62;41.62
2019;08;25;7;36.11;36.11
2019;08;25;8;34.57;34.57
2019;08;25;9;36.13;36.13
2019;08;25;10;38.5;38.5
2019;08;25;11;36.84;36.84
2019;08;25;12;36.15;36.15
2019;08;25;13;37.8;37.8
2019;08;25;14;40.22;40.22
2019;08;25;15;40.42;40.42
2019;08;25;16;36.13;36.13
2019;08;25;17;35.5;35.5
2019;08;25;18;35;35
2019;08;25;19;35;35
2019;08;25;20;36.12;36.12
2019;08;25;21;40.18;40.18
2019;08;25;22;45.21;45.21
2019;08;25;23;45.6;45.6
2019;08;25;24;43.8;43.8
2019;08;26;1;45.75;45.75
2019;08;26;2;39;39
2019;08;26;3;34.8;34.8
2019;08;26;4;34.7;34.7
2019;08;26;5;34.7;34.7
2019;08;26;6;35.2;35.2
2019;08;26;7;40.73;40.73
2019;08;26;8;40.73;40.73
2019;08;26;9;45.32;45.32
2019;08;26;10;46.38;46.38
2019;08;26;11;45.7;45.7
2019;08;26;12;43.74;43.74
2019;08;26;13;42.25;42.25
2019;08;26;14;43.45;43.45
2019;08;26;15;42.42;42.42
2019;08;26;16;43.46;43.46
2019;08;26;17;43.46;43.46
2019;08;26;18;46.27;46.27
2019;08;26;19;47.87;47.87
2019;08;26;20;48.6;48.6
2019;08;26;21;47.87;47.87
2019;08;26;22;49.06;49.06
2019;08;26;23;47.87;47.87
2019;08;26;24;46.9;46.9
2019;08;27;1;50.69;50.69
2019;08;27;2;50.2;50.2
2019;08;27;3;49.2;49.2
2019;08;27;4;49.2;49.2
2019;08;27;5;49.1;49.1
2019;08;27;6;49.19;49.19
2019;08;27;7;49.2;49.2
2019;08;27;8;50.4;50.4
2019;08;27;9;53.69;53.69
2019;08;27;10;53.53;53.53
2019;08;27;11;50.95;50.95
2019;08;27;12;49.87;49.87
2019;08;27;13;49.9;49.9
2019;08;27;14;50.2;50.2
2019;08;27;15;49.36;49.36
2019;08;27;16;48.59;48.59
2019;08;27;17;48.1;48.1
2019;08;27;18;51.22;51.22
2019;08;27;19;51.5;51.5
2019;08;27;20;51.2;51.2
2019;08;27;21;52.6;52.6
2019;08;27;22;51.2;51.2
2019;08;27;23;49.19;49.19
2019;08;27;24;49.19;49.19
2019;08;28;1;51.59;51.59
2019;08;28;2;50.38;50.38
2019;08;28;3;49.99;49.99
2019;08;28;4;49.99;49.99
2019;08;28;5;49.89;49.89
2019;08;28;6;49.97;49.97
2019;08;28;7;49.99;49.99
2019;08;28;8;50.39;50.39
2019;08;28;9;50.59;50.59
2019;08;28;10;52.99;52.99
2019;08;28;11;52.79;52.79
2019;08;28;12;51.7;51.7
2019;08;28;13;51.09;51.09
2019;08;28;14;51.49;51.49
2019;08;28;15;50.59;50.59
2019;08;28;16;49.99;49.99
2019;08;28;17;49.95;49.95
2019;08;28;18;52.9;52.9
2019;08;28;19;52.9;52.9
2019;08;28;20;52.79;52.79
2019;08;28;21;53.06;53.06
2019;08;28;22;53.84;53.84
2019;08;28;23;50.79;50.79
2019;08;28;24;49;49
2019;08;29;1;50.99;50.99
2019;08;29;2;50.29;50.29
2019;08;29;3;48.32;48.32
2019;08;29;4;47.5;47.5
2019;08;29;5;47.29;47.29
2019;08;29;6;48.01;48.01
2019;08;29;7;47.5;47.5
2019;08;29;8;48.5;48.5
2019;08;29;9;51.99;51.99
2019;08;29;10;53.59;53.59
2019;08;29;11;51.9;51.9
2019;08;29;12;50.39;50.39
2019;08;29;13;50.49;50.49
2019;08;29;14;50.49;50.49
2019;08;29;15;50.69;50.69
2019;08;29;16;50.38;50.38
2019;08;29;17;50;50
2019;08;29;18;50.29;50.29
2019;08;29;19;50.49;50.49
2019;08;29;20;50.74;50.74
2019;08;29;21;50.79;50.79
2019;08;29;22;50.96;50.96
2019;08;29;23;49.94;49.94
2019;08;29;24;50.04;50.04
2019;08;30;1;50.29;50.29
2019;08;30;2;50.1;50.1
2019;08;30;3;47.73;47.73
2019;08;30;4;47.31;47.31
2019;08;30;5;47;47
2019;08;30;6;47.15;47.15
2019;08;30;7;48.89;48.89
2019;08;30;8;49.94;49.94
2019;08;30;9;50.4;50.4
2019;08;30;10;50;50
2019;08;30;11;49.35;49.35
2019;08;30;12;49.51;49.51
2019;08;30;13;49.94;49.94
2019;08;30;14;50.05;50.05
2019;08;30;15;49.94;49.94
2019;08;30;16;48;48
2019;08;30;17;48.3;48.3
2019;08;30;18;49.92;49.92
2019;08;30;19;50.49;50.49
2019;08;30;20;52.34;52.34
2019;08;30;21;52.49;52.49
2019;08;30;22;51.51;51.51
2019;08;30;23;48.65;48.65
2019;08;30;24;46.02;46.02
2019;08;31;1;48.29;48.29
2019;08;31;2;48.29;48.29
2019;08;31;3;47.07;47.07
2019;08;31;4;47.02;47.02
2019;08;31;5;46.09;46.09
2019;08;31;6;46;46
2019;08;31;7;41.28;41.28
2019;08;31;8;39.52;39.52
2019;08;31;9;39.51;39.51
2019;08;31;10;41.07;41.07
2019;08;31;11;40.13;40.13
2019;08;31;12;41.28;41.28
2019;08;31;13;42.27;42.27
2019;08;31;14;43.07;43.07
2019;08;31;15;43.93;43.93
2019;08;31;16;43.01;43.01
2019;08;31;17;42.01;42.01
2019;08;31;18;41.08;41.08
2019;08;31;19;44.49;44.49
2019;08;31;20;44.8;44.8
2019;08;31;21;45.66;45.66
2019;08;31;22;46.66;46.66
2019;08;31;23;44.8;44.8
2019;08;31;24;44.8;44.8
2019;09;01;1;46.53;46.53
2019;09;01;2;42.01;42.01
2019;09;01;3;40;40
2019;09;01;4;41.42;41.42
2019;09;01;5;41.08;41.08
2019;09;01;6;41.81;41.81
2019;09;01;7;38.39;38.39
2019;09;01;8;36.52;36.52
2019;09;01;9;36.5;36.5
2019;09;01;10;37.9;37.9
2019;09;01;11;36.13;36.13
2019;09;01;12;38;38
2019;09;01;13;38;38
2019;09;01;14;42.59;42.59
2019;09;01;15;41.82;41.82
2019;09;01;16;38;38
2019;09;01;17;36;36
2019;09;01;18;34;34
2019;09;01;19;34.07;34.07
2019;09;01;20;36.52;36.52
2019;09;01;21;39.67;39.67
2019;09;01;22;47.19;47.19
2019;09;01;23;42;42
2019;09;01;24;37.5;37.5
2019;09;02;1;33;33
2019;09;02;2;30.5;30.5
2019;09;02;3;25.96;25.96
2019;09;02;4;25;25
2019;09;02;5;25.63;25.63
2019;09;02;6;27.06;27.06
2019;09;02;7;34.58;34.58
2019;09;02;8;46.09;46.09
2019;09;02;9;49.55;49.55
2019;09;02;10;48.29;48.29
2019;09;02;11;44.07;44.07
2019;09;02;12;41.81;41.81
2019;09;02;13;39.1;39.1
2019;09;02;14;41.16;41.16
2019;09;02;15;40;40
2019;09;02;16;40.74;40.2
2019;09;02;17;42.6;38.2
2019;09;02;18;43.98;40.84
2019;09;02;19;45.41;45.41
2019;09;02;20;49.55;49.55
2019;09;02;21;49.78;49.78
2019;09;02;22;46.92;46.92
2019;09;02;23;40.76;40.76
2019;09;02;24;35.27;35.27
2019;09;03;1;33.75;33.75
2019;09;03;2;32.95;32.95
2019;09;03;3;32.9;32.9
2019;09;03;4;32.95;32.95
2019;09;03;5;33;33
2019;09;03;6;33.75;33.75
2019;09;03;7;40.46;40.46
2019;09;03;8;45.9;45.9
2019;09;03;9;42.42;42.42
2019;09;03;10;46.08;46.08
2019;09;03;11;46.89;46.89
2019;09;03;12;46.9;46.9
2019;09;03;13;48.07;48.07
2019;09;03;14;49;49
2019;09;03;15;46.9;46.9
2019;09;03;16;46.5;46.5
2019;09;03;17;46.09;46.09
2019;09;03;18;46.9;46.9
2019;09;03;19;47.79;47.79
2019;09;03;20;50.83;50.83
2019;09;03;21;51.22;51.22
2019;09;03;22;49.64;49.64
2019;09;03;23;47;47
2019;09;03;24;45.9;45.9
2019;09;04;1;46.19;46.19
2019;09;04;2;44.9;44.9
2019;09;04;3;42.01;42.01
2019;09;04;4;43.65;43.65
2019;09;04;5;42.64;42.64
2019;09;04;6;43.07;43.07
2019;09;04;7;41.98;41.98
2019;09;04;8;45.78;45.78
2019;09;04;9;46;46
2019;09;04;10;46.73;46.73
2019;09;04;11;46.29;46.29
2019;09;04;12;46.09;46.09
2019;09;04;13;46.29;46.29
2019;09;04;14;46.69;46.69
2019;09;04;15;45.17;45.17
2019;09;04;16;42.66;42.66
2019;09;04;17;42.01;42.01
2019;09;04;18;41.07;41.07
2019;09;04;19;38.89;38.89
2019;09;04;20;39.9;39.9
2019;09;04;21;40.67;40.67
2019;09;04;22;41.98;41.98
2019;09;04;23;41.89;41.89
2019;09;04;24;38.88;38.88
2019;09;05;1;38.77;38.77
2019;09;05;2;32.58;32.58
2019;09;05;3;31.55;31.55
2019;09;05;4;31.01;31.01
2019;09;05;5;30;30
2019;09;05;6;30;30
2019;09;05;7;33.68;33.68
2019;09;05;8;39.62;39.62
2019;09;05;9;40.77;40.77
2019;09;05;10;40.46;40.46
2019;09;05;11;38.15;38.15
2019;09;05;12;37.5;37.5
